date,name,href,article,comments
"Sun, Feb. 09",Giga Berlin eligible for state subsidies,https://seekingalpha.com/news/3539874-giga-berlin-eligible-for-state-subsidies?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:226,"""Germany has to be more than an extended workbench. There needs to be research and development, too. All companies that fulfill these criteria have a chance to be supported - including Tesla (NASDAQ:TSLA),"" Economy Minister Peter Altmaier told Welt am Sonntag.
""In my conversations with Elon Musk, I have always made clear that there are no privileges but also no discrimination.""
In November, Tesla announced it would build its first European plant and design center near Berlin, adding that the new factory would make batteries, powertrains and cars (beginning with the Model Y).
Now read: Tesla: Shareholders Should Prepare For Potential Dilution »",error
"Sat, Feb. 08",Tesla aims for restart in Shanghai next week,https://seekingalpha.com/news/3539869-tesla-aims-for-restart-in-shanghai-next-week?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:227,"Tesla (NASDAQ:TSLA) is expected to resume production at its Shanghai factory on February 10.
Government officials in Shanghai will assist Tesla in the restart amid the coronavirus outbreak.
""In view of the practical difficulties key manufacturing firms including Tesla have faced in resuming production, we will coordinate to make all efforts to help companies resume production as soon as possible,"" stated Shanghai municipal government spokesman Xu Wei.
Tesla warned on January 30 of a Model 3 production delay in China of a week to 1.5 weeks.
Tesla closed at $748.07 on Friday.
Now read: Tesla's 'Foundational Rewrite' Of Autopilot: An Overlooked Upside Risk »",error
"Thu, Feb. 06",Tesla continues slide as China slowdown factors in,https://seekingalpha.com/news/3539201-tesla-continues-slide-china-slowdown-factors-in?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:228,"Tesla (NASDAQ:TSLA) is down 3.36% in premarket trading to $710.00 amid a report that its stores in China have been closed.
While the closings itself are no shocker with retailers such as Luckin Coffee, Starbucks and Yum China all having stores closed, the development throws another spotlight on how the coronavirus will slow down progress for the EV automaker in China this quarter and perhaps beyond.
Tesla topped out earlier this week at $968.99.
See all stocks on the move »",error
"Wed, Feb. 05",Tesla 18 as selling picks up,https://seekingalpha.com/news/3538711-teslaminus-18-selling-picks-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:229,"Selling in Tesla (NASDAQ:TSLA) has accelerated during the day, with shares now off 18.33% and dipping to as low as $704.11.
Volume on Tesla is more than double normal activity with more than two hours of trading left.
The Tesla developments today include a delay for Model 3 deliveries in China and a sell-side downgrade from a noted bull.
See all stocks on the move »",error
"Wed, Feb. 05",Tesla tumbling after confirming China deliveries delay,https://seekingalpha.com/news/3538550-tesla-tumbling-after-confirming-china-deliveries-delay?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:230,"Tesla (NASDAQ:TSLA) confirms deliveries scheduled for early February in China will be delayed due to the coronavirus outbreak. Execs expects the production line to catch up once the outbreak gets better and the Shanghai factory is reopened, although that timetable is unclear.
The EV automaker has been relatively immune from broad concerns over a reeling Chinese economy as investors and analysts focus on the long-term picture.
Wedbush is out with a note this morning in that vein. ""We are currently modeling ~20K deliveries in the key China region for the March quarter. In our opinion the current situation is more bark than bite as the aggressive trajectory of Giga 3 production and demand out of Shanghai look very strong out of the gates and the potential to hit 150k units/demand out of this region over the next year still remains intact,"" forecasts analyst Dan Ives.
Shares of Tesla are down 6.08% premarket to $833.15.
See all stocks on the move »",error
"Wed, Feb. 05",Canaccord downgrades Tesla after sizzling rally,https://seekingalpha.com/news/3538447-canaccord-downgrades-tesla-after-sizzling-rally?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:231,"Canaccord Genuity lowers Tesla (NASDAQ:TSLA) to a Hold rating after having the automaker set at Buy.
""While we continue to favor TSLA as the leading EV juggernaut and believe the April battery day will be a critical positive milestone for investors to understand how formidable the lead is that TSLA holds, we believe patient investors will likely get a more attractive entry point,"" reasons Canaccord analyst Jed Dorsheimer.
""Just as we observed a clear buy signal coming into 2020, we see the risk of China's coronavirus as a clear headwind to the Shanghai facility, suggesting a more pragmatic position,"" he adds.
Dorsheimer notes the expectations for Model 3 production of 3K units per week out of Shanghai is at risk in Q1.
Shares of Tesla are down 2.04% premarket to $869.59.
See all stocks on the move »",error
"Wed, Feb. 05",Musk asks Twitter about Giga Texas,https://seekingalpha.com/news/3538383-musk-asks-twitter-giga-texas?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:232,"""Giga Texas?"" Tesla's (NASDAQ:TSLA) Elon Musk tweeted overnight, giving two options - ""Hell yeah"" or ""Nope"" in a survey set to last 24 hours.
The poll garnered over 136,690 responses as of 4:15 a.m. ET, with nearly 80% voting in favor of the new gigafactory.
Tesla, whose shares have been on a major tear and yesterday topped $900, currently has two gigafactories in the U.S. and one in Shanghai. In November, it also announced plans to build its first European factory and design center near Berlin.
Now read: In The Second Half Of 2019, Tesla's Revenue Fell 3%, And Earnings Fell 45% »",error
"Tue, Feb. 04",Tesla rally takes a breather into the close,https://seekingalpha.com/news/3538182-tesla-rally-takes-breather-close?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:233,"Tesla (NASDAQ:TSLA) ends its dizzying day on a down note after being up more than 23% and trading as high as $968.99. Shares closed up 13% on sky-high volume of 59M shares.
At one point in the day, Tesla's market cap was bigger than the caps for Citigroup, McDonald's, Unilever, Netflix and Costco.
Traders are still placing bets in the AH session, with Tesla down 1.79% to $866.15 on heavy volume.
See all stocks on the move »",error
"Tue, Feb. 04",Tesla goes parabolic Citron says even Musk might short here,https://seekingalpha.com/news/3538069-tesla-goes-parabolic-citron-says-even-musk-might-short?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:234,"The monster rally for Tesla (TSLA +16.6%) is very likely about much more than just shorts getting squeezed into submission.
""There's been a huge rush of new investors buying at over $700 a share via Robinhood in the past day. On Monday, 12,000 Robinhood accounts bought it for the first time,"" reports CNBC's Michael Santoli on the small end of the investing world.
""This is no longer about the technology, it has become the new Wall St casino,"" says Andrew Left. He reminds of his pledge never to bet against Tesla again, but believes even Elon Musk would short here were he a fund manager.
On the larger end, there's also some drama. Santoli notes a broad trade in the market of institutional investors going long next-gen energy stocks and dumping fossil fuels plays. Could there be a tie-in to the huge sustainability pledges made by major players like Goldman Sachs (NYSE:GS), BlackRock (NYSE:BLK) and Microsoft (NASDAQ:MSFT) in 2020?
By the way, the new all-time high for Tesla is $940.13 after shares started the year around $418.
See all stocks on the move »",error
"Tue, Feb. 04",Tesla makes a run at $900,https://seekingalpha.com/news/3537857-tesla-makes-run-900?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:235,"Tesla (NASDAQ:TSLA) shoots higher yet again in premarket trading as the bullish vibe stays firmly in place.
New Street Research did pull up on Tesla with a downgrade to Neutral from Buy, but there is also word from long-time investor Ron Baron that he isn't selling a single share despite the share price moonshot. Baron sees Tesla as a $1T revenue company in ten years.
As far as near-term catalysts that could propel Tesla even higher, some analysts have their eyes on the battery event expected in April.
Shares of TSLA are up 14.74% premarket to $897.79.
See all stocks on the move »",error
"Tue, Feb. 04",Tesla tops $800 on boost from Panasonic JV,https://seekingalpha.com/news/3537767-tesla-tops-800-on-boost-from-panasonic-jv?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:236,"Tesla (NASDAQ:TSLA) is rallying for a sixth day, with shares up another 4% premarket to over $800, following yesterday's incredible run that saw the stock skyrocket 20%.
The latest? Panasonic (OTCPK:PCRFF) said its business turned profitable in Q4 as Tesla's battery output helped push that division into the black, while Argus and Ark Invest issued some bullish predictions.
TSLA has now climbed 79% in just 2020 alone, and has tripled in value since Q3 results were reported in October.
See all stocks on the move »",error
"Mon, Feb. 03",Tesla soars on China growth conviction,https://seekingalpha.com/news/3537478-tesla-soars-on-china-growth-conviction?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:237,"Tesla (NASDAQ:TSLA) is up 15.55% as the automaker appears to be steering right around the generally negative vibe out of China on consumer-facing companies.
""While the coronavirus outbreak is a tragic outbreak and headline, fundamentally it should have a negligible impact on Tesla's China growth trajectory in our opinion,"" reasons analyst Dan Ives.
Ives says the important 500K delivery threshold for FY20 is well within reach and see 550K as the upper band for deliveries based on the firm's Chinese demand scenario analysis.
Wedbush reiterates its long-term bull case scenario PT on Tesla of $1K, of which about $300 is accounted for by the China business upside.
Tesla's market cap is over $130B, easily more than the caps of Ford and GM combined.
Now read: The Key To Tesla's Future Is Full Self-Driving »",error
"Mon, Feb. 03",Tesla burns rubber again,https://seekingalpha.com/news/3537357-tesla-burns-rubber-again?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:238,"Tesla (NASDAQ:TSLA) shoots up another 11.20% and traded as high as $735.18 earlier in the session before retreating just a bit. In just over 75 minutes of trading, 15M shares of Tesla swapped hands today vs. daily average volume of about 12.1M shares.
There wasn't too much from the sell-side today on Tesla other than a PT boost from Argus to $808 and more adoration from Ark Research. Whether it's more short squeezing or a new round of buyers joining the EV party, the rally is still firmly on.
See all stocks on the move »",error
"Mon, Feb. 03",CATL confirms Tesla supply deal,https://seekingalpha.com/news/3537204-catl-confirms-tesla-supply-deal?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:239,"Chinese electric vehicle battery maker CATL discloses in a regulatory filing that it inked a battery supply agreement with Tesla (NASDAQ:TSLA).
Tesla will determine the battery purchase volume between July 2020 and June 2022 based off its needs.
Last week, Tesla said on the company's earnings call (transcript) that it added battery supply deals with LG and CATL at a smaller scale than the Panasonic agreement.
Shares of Tesla are up 2.25% premarket to $665.11.
See all stocks on the move »",error
"Thu, Jan. 30",Tesla 8 as analysts try to keep up,https://seekingalpha.com/news/3536358-teslaplus-8-analysts-try-to-keep-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:240,"Tesla (NASDAQ:TSLA) opens up 8.15% after posting a strong Q4 earnings report. Analysts are mainly playing catch-up with price targets, although some are sounding caution on the road ahead.
Oppenheimer ($684 price target): ""We believe Model Y ramp commencing several quarters ahead of optimistic estimates suggests TSLA’s product cycle time is improving and remains well ahead of competitors. We believe battery chemistry and density improvements are core to the longer than expected range for Model Y and will help drive weight and cost reductions.""
Wedbush ($900 bull-case PT): ""While Tesla shares remain on a historic rally heading into earnings, the bull party will continue as the aggressive trajectory of Giga 3 production and demand out of Shanghai look very strong out of the gates with the potential to see 150k units/demand out of the region over the next year in our opinion.""
Canaccord Genuity: The firm moves its price target to $750 from $515.
Baird: The analyst team hikes the PT to $650 from $525.
Deutsche Bank: The PT goes to $510 from $455.
Piper Sandler: The firm ratchets up its PT to $729 from $553.
JMP: The firm reasons that the buying stock at the currents levels is an act of faith that will work until it doesn't.
The Wall Street Journal: No formal rating from Charley Grant, but some words of caution. ""Bulls should spare a thought for the income statement, which is far less impressive. Total fourth-quarter revenue grew by just 2% from a year ago. Meanwhile, thanks to falling sales of cars with higher profit margins, operating income actually declined 13%. And, of course, Tesla lost $862 million in 2019 and has never posted an annual profit in nearly two decades of existence,"" he writes.
Previously: Tesla blasts through $600 after big earnings beat (Jan. 29)
Previously: Wedbush sees Tesla cruising to 1M deliveries (Jan. 29)
See all stocks on the move »",error
"Wed, Jan. 29",Tesla promises quick ramp for Model Y as shares surge,https://seekingalpha.com/news/3536125-tesla-promises-quick-ramp-for-model-y-shares-surge?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:241,"Tesla (NASDAQ:TSLA) is pushing full speed ahead after recording a sizable Q4 beat off revenue of $7.4B.
On the conference call, CEO Elon Musk said the company doesn't plan to raise money because it's still able to invest in factories and production lines, while staying cash flow positive.
This year will see Model Y production ramp up quickly, a battery event and the introduction of a next-gen powertrain described by Musk as ""alien technology."" In the short-term, a shutdown of the Shanghai factory could ""slightly"" impact Q1 profit.
In response to a question on the Model Y hurting Model 3 sales, Musk leaned on a favorite conference call line by stating that the EV automaker is more worried about production (vehicle and battery cell) than demand.
Musk said the Cybertruck was like something from a ""sci-fi movie set"" but didn't offer details on a production timeline or volume target. Capex numbers weren't offered up yet either.
See all stocks on the move »",error
"Wed, Jan. 29",Wedbush sees Tesla cruising to 1M deliveries,https://seekingalpha.com/news/3536112-wedbush-sees-tesla-cruising-to-1m-deliveries?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:242,"Wedbush sets a new bull case scenario price target of $900 on Tesla (NASDAQ:TSLA) after taking in the EV automaker's Q4 earnings beat and 2020 guidance update.
""We believe hitting the important 500k delivery threshold for FY20 is well within reach as now based on our Chinese demand scenario analysis that Tesla has the potential to hit the elusive 1 million overall delivery vehicle mark potentially two years ahead of our original 2024 projections given this current trajectory aiming now at 2022,"" reasons analyst Dan Ives.
The bull case PT of $900 is based off Tesla's ability to ramp production and demand in the key China region during the course of 2020-2021.
Shares of Tesla have already sailed past Wedbush's 12-month base case PT of $550, and are now up 11.50% AH to $647.80 after breaking to as high as $659.95.
See all stocks on the move »",error
"Wed, Jan. 29",Tesla blasts through $600 after big earnings beat,https://seekingalpha.com/news/3536031-tesla-blasts-through-600-after-big-earnings-beat?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:243,"Tesla (NASDAQ:TSLA) sails over $600 after a resounding Q4 earnings beat.
The EV automaker says it delivered 19,475 Model S/X vehicles in Q4 and 92,620 Model 3 units.
Total GAAP gross margin for the quarter was 18.8% vs. 20.0% a year ago, 18.9% last quarter and 18.4% consensus. Automotive gross margin slotted in at 22.5% vs. 22.8% in Q3. Adjusted EBITDA was $1.18B vs. $1.02B consensus and EBITDA margin fell 127 bps to 15.9%.
Model Y update: ""The production ramp of Model Y started in January 2020. Together with Model 3, our combined installed production capacity for these vehicles is now 400,000 units per year. The ramp of Model Y will be gradual as we will be adding additional machinery in various production shops. After such expansions are done by mid-2020, installed combined Model 3 and Model Y capacity should reach 500,000 units per year. We will start delivering Model Y vehicles by the end of Q1 2020.""
Tesla says it's ""gradually"" ramping up local production of battery packs in Shanghai and the rest of the Model 3 processes are running as expected. The news from Europe is that the first deliveries from the Berlin gigafactory are anticipated in 2021.
Looking ahead, Tesla says it expects to deliver more than 500K vehicles this year and see positive free cash flow.
Tesla shareholder letter.
The company's conference call is scheduled for 6:30 p.m. ET.
Shares of Tesla are up 7.10% AH to $618.51.
Previously: Tesla EPS beats by $0.38, beats on revenue (Jan. 29)
See all stocks on the move »",error
"Wed, Jan. 29",Tesla EPS beats by $038 beats on revenue,https://seekingalpha.com/news/3536015-tesla-eps-beats-0_38-beats-on-revenue?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:244,"Tesla (NASDAQ:TSLA): Q4 Non-GAAP EPS of $2.14 beats by $0.38; GAAP EPS of $0.58 misses by $0.26.
Revenue of $7.38B (+2.1% Y/Y) beats by $300M.
Shares +0.7%.
Press Release
Q4 Update
Now read: Tesla Lost U.S. Market Share To Cadillac And Lincoln In 2019 »",error
"Wed, Jan. 29",WWII bombs defused at Teslas German site,https://seekingalpha.com/news/3535525-wwii-bombs-defused-teslas-german-site?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:245,"Seven World War II bombs have been defused safely on the outskirts of Berlin, where Tesla (NASDAQ:TSLA) plans to build the first ""Gigafactory"" in Europe.
The EV maker wants the new 300-hectare site to start producing Model Y cars and batteries by the end of 2021, with an ultimate target of 500K vehicles per year.
It will be named ""Gigafactory 4,"" and follows Tesla's other major sites at Nevada, Buffalo and Shanghai.
Now read: Tesla Lost U.S. Market Share To Cadillac And Lincoln In 2019 »",error
"Tue, Jan. 28",Tesla Q4 2019 Earnings Preview,https://seekingalpha.com/news/3535329-tesla-q4-2019-earnings-preview?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:246,"Tesla (NASDAQ:TSLA) is scheduled to announce Q4 earnings results on Wednesday, January 29th, after market close.
The consensus EPS Estimate is $1.75 (-9.3% Y/Y) and the consensus Revenue Estimate is $7.05B (-2.5% Y/Y).
Over the last 2 years, TSLA has beaten EPS estimates 50% of the time and has beaten revenue estimates 63% of the time.
Over the last 3 months, EPS estimates have seen 13 upward revisions and 1 downward. Revenue estimates have seen 12 upward revisions and 4 downward.
Recent earnings Analysis from our contributors: Tesla: It's Earnings Time, Tesla Would Likely Report A GAAP Profit In Its Q4 Earnings Report
Now read: Tesla Lost U.S. Market Share To Cadillac And Lincoln In 2019 »",error
"Tue, Jan. 28",What to watch in Teslas Q4 report,https://seekingalpha.com/news/3535186-what-to-watch-in-teslas-q4-report?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:247,"Tesla (TSLA +1.5%) is due to report earnings tomorrow after the closing bell in a highly-anticipated release.
The headlines numbers from the EV automaker are expected to be revenue of $7.05B, EPS of $1.75 and deliveries of 112K.
Morgan Stanley breaks into the meatier part of the earnings, forecasting Tesla will report an auto gross margin rate of 19.7% (ex-credits) vs. 20.8% in Q3 and 20.9% consensus. MS also sees Tesla guiding for 2020 deliveries of 498K units, including 75K units from China. ""We have spoken with some investors who expect the company to target as high as 600k units for FY2020 based on a faster China ramp and greater capacity extraction from Fremont. While we cannot rule out the possibility of such a target, we believe such levels would be of an aspirational nature,"" writes analyst Adam Jonas.
Beyond the numbers, Tesla's updates on the Berlin gigafactory, Shanghai production, the Model Y, the Cybertruck, a battery/powertrain event and capex needs could drive shares up or down. Of course, a capital raise would also give shares a bit of a jolt.
Now read: Tesla Goes Parabolic, Ralph Nader Warns Of 'Speculative Zeal' »",error
"Mon, Jan. 27",China anxiety dents auto sector,https://seekingalpha.com/news/3534722-china-anxiety-dents-auto-sector?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:248,"The auto sector is lower on anxiety over the impact of the coronavirus on car sales in China and perhaps the global economy in general. For the most part, suppliers and manufacturers with exposure to China are lower on the day as the weekend news of a broader outbreak is factored in.
Notable decliners include XPEL (XPEL -12.7%), Superior Industries (SUP -4.9%), Cooper-Standard Holdings (CPS -4.1%), China Automotive Systems (CAAS -4%), Veoneer (VNE -3.6%), Lear (LEA -2.4%), Motorcar Parts of America (MPAA -1.8%), Adient (ADNT -3.7%) and Tenneco (TEN -2.8%), Kandi Technologies (KNDI -6.4%), Tesla (TSLA -3.4%), Volkswagen (OTCPK:VWAGY -2.1%), Nissan (OTCPK:NSANY -2.5%), General Motors (GM -2%), Daimler (OTCPK:DDAIF -2.3%), Ferrari (RACE -2.8%), Goodyear Tire & Rubber (GT -2.1%) and Cooper Tire & Rubber (CTB -2.4%).
See all stocks on the move »",error
"Sun, Jan. 26",Rivian looks to crash EV party,https://seekingalpha.com/news/3534529-rivian-looks-to-crash-ev-party?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:249,"Electric vehicle startup Rivian showed off its pickup truck and SUV at an event in San Francisco yesterday.
The first batch of Rivian all-electric R1T trucks are scheduled to be delivered at the end of this year, followed shortly by deliveries of R1S SUVs. The R1T pickup with 300 miles of range is expected to list at $69K and the R1S SUV with similar range at $72K. Tesla's (NASDAQ:TSLA) legal victories in key states like Michigan should help clear a path for Rivian to sell directly to customers.
Amazon (NASDAQ:AMZN) was an investor in Rivian's $700M funding round last year and ordered 100K electric delivery vehicles from the company to be delivered over a long timeframe. Ford (NYSE:F) and Cox Automotive are Rivian investors as well. Ford is also a manufacturing partner with the EV upstart, providing a ""skateboard"" platform that includes the motor, battery pack, computer systems and wheels. ""They will provide the top hat, the body and the interior,"" notes Rivian CEO R.J. Scaringe on the arrangement with Ford.
Rivian has its headquarters in Plymouth, Michigan and a manufacturing site in Normal, Illinois.
Now read: Ford: A Value Play With Lots Of Upside Potential »",error
"Fri, Jan. 24",US Senator takes dig at Teslas Autopilot,https://seekingalpha.com/news/3534409-u-s-senator-takes-dig-teslas-autopilot?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:250,"Senator Ed Markey is continuing his long attack against Tesla's (TSLA -1.1%) Autopilot with another statement warning on risks.
""Tesla should rebrand and remarket Autopilot to make it clear from the beginning that its driver assistance system is not fully autonomous and cannot replace drivers on the road,"" reads the latest Markey missive.
Tesla recommends that drivers keep their hands on the wheel and stay attentive when using Autopilot, recommendations not followed by all drivers as social media videos will attest.
Now read: Walmart eyes Flipkart deal in India »",error
"Thu, Jan. 23",UBS note on Tesla scratches heads,https://seekingalpha.com/news/3533802-ubs-note-on-tesla-scratches-heads?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:251,"UBS just more than doubled its price target on Tesla (NASDAQ:TSLA), lifting the figure to $410 from $160, but still kept its Sell rating on shares.
While Tesla has the potential to become the most profitable original equipment manufacturer (OEM), the positives are ""taken for granted"" at the current price, according to the team led by Patrick Hummel, who sees the company's volumes doubling by 2022.
""This is a stretch because it requires perfect execution, strong EV demand growth and at the same time failure of the incumbent OEMs to launch competitive EVs.""
TSLA -1% to $564/share premarket
Now read: Elon Musk And Tesla Are Hobbling SpaceX's Long-Term Viability »",error
"Wed, Jan. 22",Tesla faces new suit over acceleration,https://seekingalpha.com/news/3533755-tesla-faces-new-suit-over-acceleration?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:252,"Tesla (NASDAQ:TSLA) has been sued again by owners who says their vehicles suddenly accelerated by themselves, leading to crashes.
Seven owners are seeking class-action status and cited Tesla's Model S, Model 3 and Model X in the complaint filed Monday, Bloomberg reports.
In a post on its blog Monday, Tesla says ""There is no 'unintended acceleration' in Tesla vehicles,"" adding ""This petition is completely false and was brought by a Tesla short-seller.""
The company investigates every single allegation of unintended acceleration, and ""in every case where we had the vehicle's data, we confirmed that the car operated as designed.""
Those three models also have sensors that cut off motor torque in case of any position error on the accelerator pedals, Tesla says.
Now read: Tesla: Running Out Of Steam »",error
"Wed, Jan. 22",Wedbush confident on Tesla ahead of earnings,https://seekingalpha.com/news/3533385-wedbush-confident-on-tesla-ahead-of-earnings?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:253,"Wedbush lifts its price target on Tesla (NASDAQ:TSLA) to $550 on confidence the EV automaker will guide high for 2020 deliveries amid strong demand in China
""We believe the China opportunity is worth at least $100 per share ($300 in a bull case scenario) and potentially more and remains the key fuel in the growth engine along with Europe Model 3 demand, which looks healthy from a pent up demand perspective through at least the next 3-4 quarters based on our analysis,"" writes analyst Dan Ives.
The bull case price target on Tesla from Ives and team is $900.
Tesla is due to report earnings next week.
Shares of Tesla are up 3.53% premarket to $566.49.
See all stocks on the move »",error
"Wed, Jan. 22",Tesla joins $100B club tops Volkswagen,https://seekingalpha.com/news/3533359-tesla-joins-100b-club-tops-volkswagen?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:254,"Tesla (NASDAQ:TSLA) shares are up another 3% premarket, lifting gains over the last 24 hours past 10% and extending a record run with a market cap of over $100B.
That figure means Tesla would steal Volkswagen's (OTCPK:VWAGY) title as the second-most valuable global carmaker during today's session after topping the combined value of Ford and GM earlier this month (#1 Toyota is valued at $198B).
Pedal to the metal... Shares of the EV maker have more than doubled over the past six months as investors reset profit expectations amid stronger delivery figures, an ongoing expansion of production facilities and a more disciplined approach from CEO Elon Musk.
See all stocks on the move »",error
"Tue, Jan. 21",Tesla breaks through in Michigan,https://seekingalpha.com/news/3533225-tesla-breaks-through-in-michigan?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:255,"Tesla (NASDAQ:TSLA) reportedly struck a deal with Michigan for selling vehicles directly to customers in the state.
Sources indicate that Tesla will have to issue titles for the vehicles in another state which the customers can then transfer to Michigan.
A settlement filing for details is expected later this week.
Now read: Musk Is Dancing For A Reason »",error
"Tue, Jan. 21",Analysts upshift and downshift on Tesla,https://seekingalpha.com/news/3533032-analysts-upshift-and-downshift-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:256,"New Street Research raises its price target on Buy-rated Tesla (NASDAQ:TSLA) to $800 from $530.
The firm says its bullish 2025 perspective on Tesla is now advanced by two years and more tangible after recent developments with the EV automaker.
It's a different vibe at Bernstein where analyst Toni Sacconaghi sees risk on the downside for Tesla after the nifty +100% rally in just over three months. Sacconaghi expects Model Y production to cut into Model 3 sales. Tesla is rated at Market Perform and assigned a price target of $325.
Shares of Tesla are up 1.52% premarket to $518.28.
See all stocks on the move »",error
"Tue, Jan. 21",Tesla blasts US safety recall petition,https://seekingalpha.com/news/3532935-tesla-blasts-u-s-safety-recall-petition?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:257,"Tesla (NASDAQ:TSLA) has responded to an NHTSA petition to investigate and recall around 500K of the company's electric cars over an alleged ""unintended acceleration"" defect.
""This petition is completely false and was brought by a Tesla short-seller. We investigate every single incident where the driver alleges to us that their vehicle accelerated contrary to their input, and in every case where we had the vehicle's data, we confirmed that the car operated as designed. In other words, the car accelerates if, and only if, the driver told it to do so, and it slows or stops when the driver applies the brake.""
Now read: Tesla's Accounts Receivables Narrative Does Not Hold Up To Scrutiny »",error
"Sun, Jan. 19",Tesla secures land for European factory,https://seekingalpha.com/news/3532863-tesla-secures-land-for-european-factory?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:258,"Tesla (NASDAQ:TSLA) is moving forward with the acquisition of a 300-hectare property in a designated industrial area just outside of Berlin.
The Brandenburg state has already approved the sale at a preliminary price of $45.4M.
The ""Made in Germany"" distinction is seen as important for Tesla as it looks to compete with Audi (OTCPK:AUDVF), BMW (OTCPK:BMWYY) and Volkswagen (OTCPK:VWAGY).
Now read: Tesla At $451 A Share, Post 2019 Delivery Numbers, Is A ('Soft') Sell »",error
"Fri, Jan. 17",Tesla unintended acceleration complaints to come under NHTSA scrutiny,https://seekingalpha.com/news/3532791-tesla-unintended-acceleration-complaints-to-come-under-nhtsa-scrutiny?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:259,"The National Highway Traffic Safety Administration says it will review a petition asking it to formally investigate complaints of sudden unintended acceleration in ~500K Telsa (TSLA -0.9%) vehicles.
The petition - which covers 2012-19 model year Model S, 2016-19 Model X and 2018-19 Model 3 vehicles - cites ""127 consumer complaints to NHTSA involving 123 unique vehicles, [including] 110 crashes and 52 injuries,"" the NHTSA says.
Many of the complaints report sudden acceleration incidents when attempting to park vehicles in a garage or at a curb, while others claimed the incidents happened while in traffic or when using driver assistance systems and led to crashes.
Now read: XLE: Your Oil Stocks Are Dead Money »",error
"Thu, Jan. 16",Tesla cools off after Morgan Stanley turns bearish,https://seekingalpha.com/news/3532301-tesla-cools-off-after-morgan-stanley-turns-bearish?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:260,"Morgan Stanley drops Tesla (NASDAQ:TSLA) to an Underweight rating from Equal-weight due to valuation, the overall risk-reward profile of the stock and risks with the China business.
""Near-term momentum and sentiment around the stock is admittedly very strong, but we ultimately question the sustainability of the momentum,"" writes analyst Adam Jonas.
Jonas thinks investors will get another crack in the future at buying shares of Tesla at a more reasonable valuation.
Morgan Stanley adjusts its price target to $360 from $250 after missing out on the big run-up.
Shares of Tesla are down 2.91% premarket to $503.40 after doubling in just over 90 days.
See all stocks on the move »",error
