date,name,href,article,comments
"Tue, Jan. 14",US auto sales forecast to fall slightly in 2020,https://seekingalpha.com/news/3531734-u-s-auto-sales-forecast-to-fall-slightly-in-2020?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:262,no_good,error
"Tue, Jan. 14",Tesla rally finds a new gear,https://seekingalpha.com/news/3531688-tesla-rally-finds-new-gear?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:263,no_good,error
"Mon, Jan. 13",Tesla races past $500,https://seekingalpha.com/news/3531322-tesla-races-past-500?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:264,no_good,error
"Mon, Jan. 13",Israel grounds Teslas Autopilot  Calcalist,https://seekingalpha.com/news/3531179-israel-grounds-teslas-autopilot-calcalist?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:265,no_good,error
"Fri, Jan. 10",Tesla PT hiked to $553 at Piper Sandler on China growth potential,https://seekingalpha.com/news/3530947-tesla-pt-hiked-to-553-piper-sandler-on-china-growth-potential?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:266,no_good,error
"Thu, Jan. 09",Noted Tesla bull says take profits here,https://seekingalpha.com/news/3530656-noted-tesla-bull-says-take-profits?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:267,no_good,error
"Wed, Jan. 08",Slow roll for Toyota in EVs,https://seekingalpha.com/news/3530493-slow-roll-for-toyota-in-evs?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:268,no_good,error
"Tue, Jan. 07",Tesla price target hiked to Streethigh $556 by Argus,https://seekingalpha.com/news/3530293-tesla-price-target-hiked-to-street-high-556-argus?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:269,no_good,error
"Tue, Jan. 07",Tesla spirals to record market cap for US automaker,https://seekingalpha.com/news/3530231-tesla-spirals-to-record-market-cap-for-u-s-automaker?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:270,no_good,error
"Tue, Jan. 07",Sony shocks at CES with electric car concept,https://seekingalpha.com/news/3530152-sony-shocks-ces-electric-car-concept?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:271,no_good,error
"Tue, Jan. 07",Credit Suisse stays in bear camp on Tesla,https://seekingalpha.com/news/3530033-credit-suisse-stays-in-bear-camp-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:Archived|line:272,no_good,error
"Tue, Jan. 07",Model Y program launches in Shanghai,https://seekingalpha.com/news/3529991-model-y-program-launches-in-shanghai?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:273,no_good,error
"Mon, Jan. 06",Model Y expected to be mentioned at Tesla event tomorrow,https://seekingalpha.com/news/3529824-model-y-expected-to-be-mentioned-tesla-event-tomorrow?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:274,no_good,error
"Fri, Jan. 03",Tesla rises to record high after beating Q4 delivery guidance,https://seekingalpha.com/news/3529606-tesla-rises-to-record-high-after-beating-q4-delivery-guidance?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:275,no_good,error
"Fri, Jan. 03",Auto sector hits the skids,https://seekingalpha.com/news/3529531-auto-sector-hits-skids?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:276,no_good,error
"Fri, Jan. 03",Wedbush calls China the Tesla wildcard,https://seekingalpha.com/news/3529501-wedbush-calls-china-tesla-wildcard?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:277,no_good,error
"Fri, Jan. 03",Tesla 1 after topping Q4 deliveries expectations,https://seekingalpha.com/news/3529485-teslaplus-1-after-topping-q4-deliveries-expectations?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:278,no_good,error
"Fri, Jan. 03",Record year for Tesla in Norway,https://seekingalpha.com/news/3529441-record-year-for-tesla-in-norway?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:279,no_good,error
"Fri, Jan. 03",Tesla slashes price of Chinamade Model 3,https://seekingalpha.com/news/3529423-tesla-slashes-price-of-china-made-model-3?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:280,no_good,error
"Thu, Jan. 02",Canaccord Genuity fires off Streethigh PT on Tesla,https://seekingalpha.com/news/3529084-canaccord-genuity-fires-off-street-high-pt-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:281,no_good,error
"Thu, Jan. 02",First customers to receive Chinamade Model 3s,https://seekingalpha.com/news/3529033-first-customers-to-receive-china-made-model-3s?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:282,no_good,error
"Wed, Jan. 01",Tesla faces lawsuit claiming racism,https://seekingalpha.com/news/3529018-tesla-faces-lawsuit-claiming-racism?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:283,no_good,error
"Tue, Dec. 31, 2019",Tesla Shanghai producing 1000 cars a week,https://seekingalpha.com/news/3528861-tesla-shanghai-producing-1000-cars-week?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:284,no_good,error
"Mon, Dec. 30, 2019",Tesla 4 as bullbear debate rages into 2020,https://seekingalpha.com/news/3528739-teslaminus-4-bull-bear-debate-rages-2020?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:285,no_good,error
"Mon, Dec. 30, 2019",Tesla could hit $4000share by 2030  Chowdhry,https://seekingalpha.com/news/3528675-tesla-hit-4000-share-2030-chowdhry?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:Archived|line:286,no_good,error
"Sun, Dec. 29, 2019",Nio pledges improved finances as sales ramp,https://seekingalpha.com/news/3528668-nio-pledges-improved-finances-sales-ramp?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:287,no_good,error
"Sun, Dec. 29, 2019",Autotruck makers face longterm hurdles as emission standards ratchet up,https://seekingalpha.com/news/3528662-auto-truck-makers-face-long-term-hurdles-emission-standards-ratchet-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:288,no_good,error
"Fri, Dec. 27, 2019",Tesla to start delivering Chinabuilt cars on Monday  Bloomberg,https://seekingalpha.com/news/3528538-tesla-to-start-delivering-china-built-cars-on-monday-bloomberg?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:289,no_good,error
"Fri, Dec. 27, 2019",Tesla confirms $129B loan from Chinese banks for Shanghai plant,https://seekingalpha.com/news/3528528-tesla-confirms-1_29b-loan-from-chinese-banks-for-shanghai-plant?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:290,no_good,error
"Thu, Dec. 26, 2019",Analyst gives Tesla a $100 target boost,https://seekingalpha.com/news/3528472-analyst-gives-tesla-100-target-boost?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:291,no_good,error
"Tue, Dec. 24, 2019",Morgan Stanley analyst sticks with call for Tesla to drop 40,https://seekingalpha.com/news/3528406-morgan-stanley-analyst-sticks-call-for-tesla-to-drop-40?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:292,no_good,error
"Mon, Dec. 23, 2019",Musk trolls the bears,https://seekingalpha.com/news/3528184-musk-trolls-bears?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:293,no_good,error
"Mon, Dec. 23, 2019",Tesla to take new $14B loan for Shanghai plant,https://seekingalpha.com/news/3528051-tesla-to-take-new-1_4b-loan-for-shanghai-plant?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:294,no_good,error
"Thu, Dec. 19, 2019",Tesla battery cited in NTSB crash report,https://seekingalpha.com/news/3527524-tesla-battery-cited-in-ntsb-crash-report?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:295,no_good,error
"Thu, Dec. 19, 2019",EV dreams Tesla over $400 BMW over 500K,https://seekingalpha.com/news/3527434-ev-dreams-tesla-over-400-bmw-over-500k?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:296,no_good,error
"Wed, Dec. 18, 2019",Tesla cruises to alltime high,https://seekingalpha.com/news/3527208-tesla-cruises-to-all-time-high?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:297,no_good,error
"Wed, Dec. 18, 2019",Price cut for Chinabuilt Model 3s,https://seekingalpha.com/news/3526981-price-cut-for-china-built-model-3s?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:298,no_good,error
"Mon, Dec. 16, 2019",Tesla rallies off praise from noted bear,https://seekingalpha.com/news/3526522-tesla-rallies-off-praise-from-noted-bear?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:299,no_good,error
"Mon, Dec. 16, 2019",Porsche EV falls flat in range test,https://seekingalpha.com/news/3526390-porsche-ev-falls-flat-in-range-test?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:300,no_good,error
"Wed, Dec. 11, 2019",Tesla eyes pricing on imported Model 3s,https://seekingalpha.com/news/3525429-tesla-eyes-pricing-on-imported-model-3s?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:301,no_good,error
"Wed, Dec. 11, 2019",Gigafactory 4 to produce 500K cars a year,https://seekingalpha.com/news/3525407-gigafactory-4-to-produce-500k-cars-year?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:302,no_good,error
"Tue, Dec. 10, 2019",China auto stays in prolonged slump,https://seekingalpha.com/news/3525166-china-auto-stays-in-prolonged-slump?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:303,"Automobile sales in China fell for a 17th straight month, according to data from the China Association of Automobile Manufacturers.
Auto sales were down 3.6% Y/Y to 2.46M vehicles, with sales of new-energy vehicles down 44% during the month to 95K following the expiration of a subsidy program last summer.
""The China 5-6 emission standard change is the biggest reason for this year’s sales plunge,"" says CAAM Deputy Secretary General Chen Sihua. Others might say macroeconomic issues are a huge factor in the prolonged slump.
For the year, U.S. automakers have seen their market share fall by 1.5 percentage points and Chinese automakers have seen three full percentage points peeled off, while German and Japanese automakers have improved their market share.
Looking ahead, manufacturing quotas from Beijing on new energy vehicles are expected to boost EV and hybrid sales. The government aims for 25% of all auto sales to be in the new-energy category by 2025.
Related manufacturers: Nio (NYSE:NIO), Great Wall Motors (OTCPK:GWLLF, OTCPK:GWLLY), BYD (OTCPK:BYDDY, OTCPK:BYDDF), Kandi Technologies (NASDAQ:KNDI), Volkswagen (OTCPK:VWAGY), Tesla (NASDAQ:TSLA), Daimler (OTCPK:DDAIF), Ford (NYSE:F), Geely (OTCPK:GELYY, OTCPK:GELYF), Guangzhou Automobile Group (OTCPK:GNZUF), Toyota (NYSE:TM), Nissan (OTCPK:NSANY), Honda (NYSE:HMC), General Motors (NYSE:GM), BAIC (OTC:BCCMY), Zotye, state-owned SAIC Motor and Dongfeng Motor (OTCPK:DNFGY).
Auto supplier stocks: Adient (NYSE:ADNT), Allison Transmission (NYSE:ALSN), American Axle & Manufacturing (NYSE:AXL), Aptiv (NYSE:APTV), Autoliv (NYSE:ALV), BorgWarner (NYSE:BWA), China Automotive Systems (NASDAQ:CAAS), Cooper-Standard (NYSE:CPS), Dana (NYSE:DAN), Delphi Technologies (NYSE:DLPH), Douglas Dynamics (NYSE:PLOW), Garrett Motion (NYSE:GTX), Gentex (NASDAQ:GNTX), Gentherm (NASDAQ:THRM), Johnson Controls (NYSE:JCI), Lear (NYSE:LEA), LKQ (NASDAQ:LKQ), Lydall (NYSE:LDL), Meritor (NYSE:MTOR), Modine Manufacturing (NYSE:MOD), Monro (NASDAQ:MNRO), Motorcar Parts of America (NASDAQ:MPAA), Standard Motor Products (NYSE:SMP), Superior Industries (NYSE:SUP), Tenneco (NYSE:TEN), Tower International (NYSE:TOWR), UQM Technologies (NYSEMKT:UQM), Veoneer (NYSE:VNE), Visteon (NASDAQ:VC), Voxx International (NASDAQ:VOXX), WABCO (NYSE:WBC) and Westport Fuel Systems (NASDAQ:WPRT).
Now read: 4 Reasons To Like Ford For 2020 »",error
"Fri, Dec. 06, 2019",Tesla sliced up three different ways,https://seekingalpha.com/news/3524522-tesla-sliced-up-three-different-ways?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:304,no_good,error
"Fri, Dec. 06, 2019",Chinamade Tesla cars qualify for subsidies,https://seekingalpha.com/news/3524287-china-made-tesla-cars-qualify-for-subsidies?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:305,no_good,error
"Thu, Dec. 05, 2019",Tesla bull case upped to $500 at Morgan Stanley,https://seekingalpha.com/news/3524234-tesla-bull-case-upped-to-500-morgan-stanley?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:306,no_good,error
"Wed, Dec. 04, 2019",Tesla reaches out to Roadster owners,https://seekingalpha.com/news/3523778-tesla-reaches-out-to-roadster-owners?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:307,no_good,error
"Wed, Dec. 04, 2019",AutoX joins selfdriving race in California,https://seekingalpha.com/news/3523702-autox-joins-self-driving-race-in-california?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:308,no_good,error
"Wed, Dec. 04, 2019",Model X earns top safety score in Europe,https://seekingalpha.com/news/3523617-model-x-earns-top-safety-score-in-europe?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:309,no_good,error
"Tue, Dec. 03, 2019",Model Y said to be coming early,https://seekingalpha.com/news/3523445-model-y-said-to-be-coming-early?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:310,no_good,error
"Tue, Dec. 03, 2019",Piper Jaffray hikes PT on Tesla,https://seekingalpha.com/news/3523294-piper-jaffray-hikes-pt-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:311,no_good,error
"Fri, Nov. 29, 2019",Hong Kong wildcard hangs over US auto sector,https://seekingalpha.com/news/3522693-hong-kong-wildcard-hangs-over-u-s-auto-sector?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:312,no_good,error
"Thu, Nov. 28, 2019",Ford wont take on Teslas Cybertruck,https://seekingalpha.com/news/3522557-ford-wont-take-on-teslas-cybertruck?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:313,no_good,error
"Wed, Nov. 27, 2019",Tesla Cybertruck orders reach 250K,https://seekingalpha.com/news/3522288-tesla-cybertruck-orders-reach-250k?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:314,no_good,error
"Tue, Nov. 26, 2019",Ford ready for Cybertruck challenge,https://seekingalpha.com/news/3522161-ford-ready-for-cybertruck-challenge?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:315,no_good,error
"Mon, Nov. 25, 2019",Cybertruck orders trigger Tesla rebound,https://seekingalpha.com/news/3521690-cybertruck-orders-trigger-tesla-rebound?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:316,no_good,error
"Sun, Nov. 24, 2019",146K orders placed for Tesla Cybertruck,https://seekingalpha.com/news/3521667-146k-orders-placed-for-tesla-cybertruck?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:317,no_good,error
"Fri, Nov. 22, 2019",Funko and Modine Manufacturing among Consumer gainers Arcimoto and IT Tech Packaging among losers,https://seekingalpha.com/news/3521591-funko-and-modine-manufacturing-among-consumer-gainers-arcimoto-and-tech-packaging-among?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:318,no_good,error
"Fri, Nov. 22, 2019",Tesla 4 after Cybertruck debut,https://seekingalpha.com/news/3521515-teslaminus-4-after-cybertruck-debut?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:319,no_good,error
"Fri, Nov. 22, 2019",Tesla Cybertruck starts at $39900,https://seekingalpha.com/news/3521440-tesla-cybertruck-starts-39900?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:320,no_good,error
